,Index,date,time,segment,symbol,type,qty,trade_price,trade_val,order_id
774,290,27/09/2023,09:25 AM,NSE_CASH,BPCL,SELL,10.0,350.9,3509.0,1000000002162769
771,287,27/09/2023,09:28 AM,NSE_CASH,INDUSTOWER,BUY,9.0,190.2,1711.8,1100000002899321
772,292,27/09/2023,12:14 PM,NSE_CASH,INDUSTOWER,SELL,9.0,189.95,1709.55,1100000003343459
779,295,27/09/2023,09:32 AM,NSE_CASH,OIL,BUY,10.0,279.9,2799.0,1200000003343933
780,294,27/09/2023,09:32 AM,NSE_CASH,OIL,SELL,10.0,285.75,2857.5,1200000003384266
777,291,27/09/2023,12:52 PM,NSE_CASH,ZEEL,BUY,8.0,260.3,2082.4,1300000002385122
778,296,27/09/2023,09:26 AM,NSE_CASH,ZEEL,SELL,8.0,261.65,2093.2,1300000002383679
791,122,27/10/2023,09:24 AM,NSE_CASH,APOLLOTYRE,BUY,6.0,374.3,2245.8,1000000002119302
792,123,27/10/2023,03:14 PM,NSE_CASH,APOLLOTYRE,SELL,6.0,375.55,2253.3,1000000002128919
797,129,27/10/2023,09:36 AM,NSE_CASH,AUROPHARMA,BUY,2.0,860.0,1720.0,1000000004207685
798,125,27/10/2023,01:13 PM,NSE_CASH,AUROPHARMA,SELL,2.0,855.8,1711.6,1000000004230708
795,128,27/10/2023,09:46 AM,NSE_CASH,HINDPETRO,BUY,6.0,245.05,1470.3,1100000005424541
796,126,27/10/2023,12:14 PM,NSE_CASH,HINDPETRO,SELL,6.0,242.65,1455.9,1100000005424545
793,127,27/10/2023,11:34 AM,NSE_CASH,ZYDUSLIFE,BUY,6.0,574.4,3446.4,1000000016702832
794,124,27/10/2023,01:19 PM,NSE_CASH,ZYDUSLIFE,SELL,6.0,575.3,3451.8,1000000016722526
807,463,28/08/2023,01:00 PM,NSE_CASH,ADANIGREEN,BUY,1.0,978.7,978.7,1000000004030034
808,462,28/08/2023,09:35 AM,NSE_CASH,ADANIGREEN,SELL,1.0,983.55,983.55,1000000003688628
809,464,28/08/2023,01:00 PM,NSE_CASH,ADANIGREEN,BUY,2.0,978.7,1957.4,1000000004031899
810,465,28/08/2023,09:35 AM,NSE_CASH,ADANIGREEN,SELL,2.0,983.55,1967.1,1000000003688628
819,284,28/09/2023,09:28 AM,NSE_CASH,CANBK,BUY,4.0,374.75,1499.0,1000000002739537
820,278,28/09/2023,12:36 PM,NSE_CASH,CANBK,SELL,4.0,379.15,1516.6,1000000002739551
821,285,28/09/2023,09:28 AM,NSE_CASH,POWERGRID,BUY,17.0,199.5,3391.5,1200000002842658
822,280,28/09/2023,11:24 AM,NSE_CASH,POWERGRID,SELL,17.0,200.3,3405.1,1200000002842674
823,286,28/09/2023,09:28 AM,NSE_CASH,PRESTIGE,BUY,3.0,611.25,1833.75,1200000002835566
824,282,28/09/2023,10:24 AM,NSE_CASH,PRESTIGE,SELL,3.0,607.35,1822.05,1200000004488587
817,283,28/09/2023,09:30 AM,NSE_CASH,SAIL,BUY,32.0,93.6,2995.2,1300000003123675
818,281,28/09/2023,11:10 AM,NSE_CASH,SAIL,SELL,32.0,92.95,2974.4,1300000003215700
815,277,28/09/2023,09:25 AM,NSE_CASH,TATAMOTORS,BUY,7.0,621.9,4353.3,1300000002291685
816,279,28/09/2023,11:30 AM,NSE_CASH,TATAMOTORS,SELL,7.0,619.6,4337.2,1300000003215410
837,457,29/08/2023,02:42 PM,NSE_CASH,BEL,BUY,11.0,135.45,1489.95,1000000019525947
838,459,29/08/2023,12:40 PM,NSE_CASH,BEL,SELL,11.0,134.6,1480.6,1000000019141111
839,461,29/08/2023,09:35 AM,NSE_CASH,ONGC,BUY,90.0,175.6,15804.0,1200000003765529
840,460,29/08/2023,11:23 AM,NSE_CASH,ONGC,SELL,90.0,175.35,15781.5,1200000003815737
835,456,29/08/2023,11:20 AM,NSE_CASH,TATAPOWER,BUY,6.0,247.3,1483.8,1300000014036390
836,458,29/08/2023,02:42 PM,NSE_CASH,TATAPOWER,SELL,6.0,246.95,1481.7,1300000014779041
853,275,29/09/2023,09:26 AM,NSE_CASH,COALINDIA,BUY,7.0,294.15,2059.05,1000000002249013
854,268,29/09/2023,03:14 PM,NSE_CASH,COALINDIA,SELL,7.0,295.05,2065.35,1000000002343087
847,271,29/09/2023,10:38 AM,NSE_CASH,NHPC,BUY,34.0,52.75,1793.5,1200000012739565
848,267,29/09/2023,02:59 PM,NSE_CASH,NHPC,SELL,34.0,52.95,1800.3,1200000013389065
855,276,29/09/2023,09:21 AM,NSE_CASH,RECLTD,BUY,6.0,286.0,1716.0,1300000001516706
856,270,29/09/2023,02:04 PM,NSE_CASH,RECLTD,SELL,6.0,286.9,1721.4,1300000002182598
851,274,29/09/2023,09:32 AM,NSE_CASH,UNIONBANK,BUY,11.0,104.95,1154.45,1300000003255319
852,269,29/09/2023,03:14 PM,NSE_CASH,UNIONBANK,SELL,11.0,106.2,1168.2,1300000003393964
849,273,29/09/2023,09:46 AM,NSE_CASH,ZOMATO,BUY,30.0,100.6,3018.0,1300000004950867
850,272,29/09/2023,09:51 AM,NSE_CASH,ZOMATO,SELL,30.0,102.6,3078.0,1300000005562639
871,452,30/08/2023,11:12 AM,NSE_CASH,BPCL,BUY,18.0,352.5,6345.0,1000000004359302
872,455,30/08/2023,09:35 AM,NSE_CASH,BPCL,SELL,18.0,351.65,6329.7,1000000003161543
873,454,30/08/2023,09:35 AM,NSE_CASH,GAIL,BUY,10.0,117.7,1177.0,1100000003793716
874,450,30/08/2023,02:13 PM,NSE_CASH,GAIL,SELL,10.0,117.2,1172.0,1100000005063206
867,448,30/08/2023,09:35 AM,NSE_CASH,GAIL,BUY,40.0,117.7,4708.0,1100000003793716
868,449,30/08/2023,02:13 PM,NSE_CASH,GAIL,SELL,40.0,117.2,4688.0,1100000005004706
869,451,30/08/2023,01:02 PM,NSE_CASH,TATAMOTORS,BUY,6.0,610.65,3663.9,1300000006844396
870,453,30/08/2023,10:00 AM,NSE_CASH,TATAMOTORS,SELL,6.0,609.8,3658.8,1300000006468268
883,112,30/10/2023,09:16 AM,NSE_CASH,PNB,BUY,82.0,73.15,5998.3,1200000000703347
884,114,30/10/2023,12:04 PM,NSE_CASH,PNB,SELL,82.0,73.4,6018.8,1200000022879835
885,115,30/10/2023,10:46 AM,NSE_CASH,PNB,BUY,82.0,73.15,5998.3,1200000014500161
887,116,30/10/2023,10:46 AM,NSE_CASH,TRENT,BUY,2.0,2107.6,4215.2,1300000012305343
888,113,30/10/2023,12:05 PM,NSE_CASH,TRENT,SELL,2.0,2099.3,4198.6,1300000018963454
889,119,30/10/2023,09:16 AM,NSE_CASH,TRENT,BUY,2.0,2114.85,4229.7,1300000000736816
899,445,31/08/2023,11:55 AM,NSE_CASH,ADANIGREEN,BUY,1.0,944.05,944.05,1000000010149491
900,446,31/08/2023,10:17 AM,NSE_CASH,ADANIGREEN,SELL,1.0,932.05,932.05,1000000009680312
897,444,31/08/2023,10:14 AM,NSE_CASH,HDFCLIFE,BUY,13.0,637.7,8290.1,1100000004307382
898,447,31/08/2023,09:32 AM,NSE_CASH,HDFCLIFE,SELL,13.0,633.65,8237.45,1100000003570121
