ltp,vol_traded_today,last_traded_time,exch_feed_time,bid_size,ask_size,bid_price,ask_price,last_traded_qty,tot_buy_qty,tot_sell_qty,avg_trade_price,low_price,high_price,lower_ckt,upper_ckt,open_price,prev_close_price,type,symbol,ch,chp
1483.2,499916,1699588425,1699588426,557,102,1483.1,1483.25,15,384241,432523,1482.19,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-4.05,-0.2723
1232.35,49148,1699588424,1699588427,204,5,1232.35,1232.7,26,117281,117507,1232.96,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,15.9,1.3071
1483.1,500089,1699588427,1699588427,418,62,1483.1,1483.2,104,385152,433179,1482.19,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-4.15,-0.279
1357.2,5038,1699588427,1699588428,6,17,1357.2,1358.05,1,61171,62019,1357.03,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.4,-1.6237
193.4,648868,1699588425,1699588428,7886,6494,193.3,193.45,150,1150695,1611160,192.7,191.75,193.55,0,0,192.5,191.25,sf,NSE:BANKBARODA-EQ,2.15,1.1242
1357.2,5038,1699588427,1699588429,6,11,1357.2,1358.05,1,60901,61603,1357.03,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.4,-1.6237
2069.1,344478,1699588429,1699588429,13,37,2069.1,2069.7,25,63543,157499,2061.31,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.95,2.5754
1232.35,49176,1699588427,1699588430,133,65,1232.35,1232.7,26,116695,118082,1232.96,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,15.9,1.3071
2069.1,344737,1699588430,1699588430,2,24,2069.1,2069.95,8,63698,158033,2061.32,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.95,2.5754
1357.2,5038,1699588427,1699588431,6,11,1357.2,1358.05,1,61008,61656,1357.03,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.4,-1.6237
2069.0,344815,1699588431,1699588431,1,461,2069.85,2070.0,2,63836,157815,2061.32,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.85,2.5705
1357.2,5038,1699588427,1699588432,50,34,1357.25,1358.2,1,61124,61282,1357.03,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.4,-1.6237
2068.45,345327,1699588432,1699588432,64,50,2068.45,2069.0,46,63385,159193,2061.33,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.3,2.5432
1232.7,49176,1699588427,1699588433,86,65,1232.4,1232.7,5,116935,117930,1232.96,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.25,1.3359
2068.35,346052,1699588433,1699588433,33,24,2068.35,2068.95,6,63749,159477,2061.35,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.2,2.5382
1357.2,5038,1699588427,1699588434,29,47,1357.25,1358.2,1,61037,61434,1357.03,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.4,-1.6237
2068.3,346223,1699588434,1699588434,5,671,2068.35,2069.0,9,63631,160329,2061.35,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.15,2.5358
2068.7,346223,1699588434,1699588435,5,671,2068.35,2069.0,20,63631,160329,2061.35,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.55,2.5556
1357.25,5038,1699588427,1699588435,29,47,1357.25,1358.2,1,61005,61477,1357.03,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.35,-1.62
1357.25,5044,1699588435,1699588436,5,33,1357.25,1358.15,1,61000,61793,1357.03,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.35,-1.62
2069.0,346563,1699588436,1699588436,21,470,2068.35,2069.0,35,63411,160342,2061.36,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.85,2.5705
1357.2,5051,1699588437,1699588437,1,52,1357.2,1358.05,1,60916,61356,1357.04,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.4,-1.6237
1483.1,503761,1699588437,1699588437,137,66,1483.15,1483.5,12,384957,433041,1482.2,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-4.15,-0.279
1357.2,5051,1699588437,1699588438,1,45,1357.2,1358.05,1,60967,61752,1357.04,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.4,-1.6237
1483.75,504733,1699588438,1699588438,137,1,1483.4,1483.75,3,386620,431997,1482.2,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.5,-0.2353
1357.05,5051,1699588437,1699588439,1,45,1357.2,1358.05,4,60967,61752,1357.04,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.55,-1.6345
2068.0,347143,1699588439,1699588439,1433,248,2068.0,2069.0,35,63117,161935,2061.37,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,50.85,2.5209
1357.0,5071,1699588440,1699588440,5,39,1357.0,1357.85,6,60538,61328,1357.04,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.6,-1.6382
2068.35,349034,1699588440,1699588440,115,78,2068.35,2069.0,3,62049,161965,2061.4,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.2,2.5382
3064.0,39113,1699588437,1699588440,14,2,3064.2,3064.8,100,58053,68671,3062.53,3056.6,3071.35,0,0,3070.0,3033.35,sf,NSE:ASIANPAINT-EQ,30.65,1.0104
482.55,148445,1699588435,1699588440,24,261,482.35,482.55,16,260052,310049,482.11,480.3,483.45,0,0,482.05,484.55,sf,NSE:HINDALCO-EQ,-2.0,-0.4128
751.75,45972,1699588439,1699588440,71,3260,751.75,752.0,7,156313,168362,750.68,749.15,752.0,0,0,750.25,753.25,sf,NSE:SBICARD-EQ,-1.5,-0.1991
749.2,70419,1699588436,1699588440,3,36,749.2,749.35,1,157995,161076,748.45,745.05,751.9,0,0,751.9,748.6,sf,NSE:JSWSTEEL-EQ,0.6,0.0801
1356.95,5083,1699588441,1699588441,5,39,1356.95,1357.8,1,60866,61424,1357.03,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.65,-1.6418
1579.05,38455,1699588440,1699588441,10,5,1579.05,1579.15,14,92545,105312,1576.4,1572.65,1581.0,0,0,1581.0,1569.8,sf,NSE:BAJAJFINSV-EQ,9.25,0.5892
3063.7,39113,1699588437,1699588441,14,2,3064.2,3064.8,2,58053,68671,3062.53,3056.6,3071.35,0,0,3070.0,3033.35,sf,NSE:ASIANPAINT-EQ,30.35,1.0005
1232.95,49426,1699588436,1699588442,86,1,1232.4,1232.7,11,117189,118108,1232.96,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.5,1.3564
1483.4,506600,1699588442,1699588442,1,501,1483.3,1483.4,2,386169,434961,1482.21,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.85,-0.2589
1357.75,5095,1699588443,1699588443,1,2,1357.2,1357.75,12,61095,61352,1357.04,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.85,-1.5838
1925.15,9059,1699588442,1699588443,12,7,1925.0,1925.6,9,61472,70564,1925.42,1921.2,1934.05,0,0,1930.05,1921.55,sf,NSE:GRASIM-EQ,3.6,0.1873
1358.6,5496,1699588444,1699588444,60,1,1357.3,1358.7,24,61068,60503,1357.12,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.0,-1.5222
1483.4,506681,1699588444,1699588444,120,76,1483.3,1483.4,25,387496,434153,1482.21,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.85,-0.2589
1358.6,5496,1699588444,1699588445,47,51,1357.5,1358.65,24,61315,61117,1357.12,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.0,-1.5222
1483.4,506745,1699588445,1699588445,365,183,1483.3,1483.4,7,387884,434334,1482.21,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.85,-0.2589
1358.6,5496,1699588444,1699588446,71,14,1357.5,1358.5,24,61558,61489,1357.12,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.0,-1.5222
1232.45,49991,1699588445,1699588446,35,62,1232.45,1232.85,3,116595,117576,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.0,1.3153
1483.3,507074,1699588446,1699588447,94,559,1483.3,1483.4,26,387735,434080,1482.21,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.95,-0.2656
1483.4,507235,1699588447,1699588447,34,558,1483.3,1483.4,1,387627,434504,1482.21,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.85,-0.2589
1232.85,50034,1699588447,1699588448,62,15,1232.45,1232.85,20,116701,117688,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.4,1.3482
193.4,668671,1699588448,1699588448,250,8937,193.3,193.4,2,1172223,1651804,192.71,191.75,193.55,0,0,192.5,191.25,sf,NSE:BANKBARODA-EQ,2.15,1.1242
1232.85,50034,1699588447,1699588449,89,25,1232.45,1232.85,20,116954,117706,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.4,1.3482
1483.4,507250,1699588448,1699588449,34,546,1483.3,1483.4,15,387650,434536,1482.21,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.85,-0.2589
1232.85,50035,1699588449,1699588450,89,61,1232.45,1232.85,1,117065,117791,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.4,1.3482
1483.3,507327,1699588450,1699588450,46,556,1483.3,1483.4,35,387782,434496,1482.21,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.95,-0.2656
2068.3,350767,1699588450,1699588451,45,69,2068.3,2068.7,7,62306,163025,2061.44,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.15,2.5358
1483.4,507328,1699588451,1699588451,47,582,1483.3,1483.4,1,387707,434557,1482.21,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.85,-0.2589
2068.65,350911,1699588452,1699588452,361,11,2068.0,2068.65,10,62086,164007,2061.45,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,51.5,2.5531
1924.9,9111,1699588448,1699588452,3,482,1924.65,1925.6,6,61725,70853,1925.42,1921.2,1934.05,0,0,1930.05,1921.55,sf,NSE:GRASIM-EQ,3.35,0.1743
1358.6,5496,1699588444,1699588453,24,53,1357.5,1358.35,24,61689,61288,1357.12,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.0,-1.5222
1925.55,9112,1699588453,1699588453,19,474,1924.65,1925.5,1,61744,70855,1925.42,1921.2,1934.05,0,0,1930.05,1921.55,sf,NSE:GRASIM-EQ,4.0,0.2082
1357.5,5502,1699588454,1699588454,18,35,1357.5,1358.35,6,61437,61285,1357.12,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.1,-1.6019
193.35,670001,1699588451,1699588454,1016,3599,193.3,193.4,4,1176740,1659018,192.72,191.75,193.55,0,0,192.5,191.25,sf,NSE:BANKBARODA-EQ,2.1,1.098
1232.55,50397,1699588454,1699588455,295,27,1232.55,1232.85,4,117293,118524,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.1,1.3235
482.55,149533,1699588454,1699588455,49,148,482.5,482.55,5,260792,310798,482.11,480.3,483.45,0,0,482.05,484.55,sf,NSE:HINDALCO-EQ,-2.0,-0.4128
1232.55,50397,1699588454,1699588456,295,27,1232.55,1232.85,17,117324,118312,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.1,1.3235
1232.55,50429,1699588456,1699588456,263,61,1232.55,1233.0,17,117184,118546,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.1,1.3235
2068.0,352014,1699588456,1699588457,817,200,2068.0,2068.25,15,63343,164706,2061.47,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,50.85,2.5209
193.35,674320,1699588457,1699588457,515,1086,193.3,193.4,175,1177606,1660415,192.72,191.75,193.55,0,0,192.5,191.25,sf,NSE:BANKBARODA-EQ,2.1,1.098
1357.15,5542,1699588457,1699588458,19,73,1357.05,1358.15,1,61161,61814,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.45,-1.6273
482.55,149603,1699588457,1699588458,16,211,482.5,482.55,1,260825,310931,482.11,480.3,483.45,0,0,482.05,484.55,sf,NSE:HINDALCO-EQ,-2.0,-0.4128
1357.15,5542,1699588457,1699588459,25,18,1357.0,1357.9,1,60796,62156,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.45,-1.6273
122.35,5254924,1699588454,1699588459,2547,7077,122.25,122.3,1800,1640151,4568600,122.35,121.75,123.3,0,0,122.0,121.3,sf,NSE:ZOMATO-EQ,1.05,0.8656
1233.0,50502,1699588459,1699588460,263,19,1232.55,1233.0,73,117287,118363,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.55,1.3605
3062.35,39320,1699588460,1699588460,1,11,3062.35,3063.25,5,58053,69751,3062.54,3056.6,3071.35,0,0,3070.0,3033.35,sf,NSE:ASIANPAINT-EQ,29.0,0.956
1357.0,5558,1699588459,1699588461,4,14,1357.0,1357.85,16,61258,62177,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.6,-1.6382
1926.0,9112,1699588453,1699588461,4,9,1924.65,1925.0,4,61939,70874,1925.42,1921.2,1934.05,0,0,1930.05,1921.55,sf,NSE:GRASIM-EQ,4.45,0.2316
2070.7,354465,1699588461,1699588462,126,5,2069.6,2070.7,20,64534,162582,2061.52,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,53.55,2.6547
2070.0,355422,1699588462,1699588462,60,158,2069.8,2070.8,3,64822,160364,2061.54,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,52.85,2.62
1357.0,5558,1699588459,1699588463,1,24,1357.05,1357.85,16,61093,62203,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.6,-1.6382
2071.75,357200,1699588463,1699588463,13,50,2071.75,2072.85,60,63795,161657,2061.59,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,54.6,2.7068
122.3,5288099,1699588462,1699588464,1673,1001,122.3,122.35,20,1655457,4554956,122.35,121.75,123.3,0,0,122.0,121.3,sf,NSE:ZOMATO-EQ,1.0,0.8244
1483.4,510991,1699588464,1699588464,154,751,1483.15,1483.4,20,386355,433408,1482.22,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.85,-0.2589
1232.85,50533,1699588461,1699588465,277,1,1232.85,1233.0,1,117538,118784,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.4,1.3482
2072.5,357479,1699588464,1699588465,2,7,2071.8,2072.0,2,62634,161902,2061.6,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,55.35,2.744
193.4,678156,1699588461,1699588465,590,3278,193.35,193.4,186,1180083,1660846,192.72,191.75,193.55,0,0,192.5,191.25,sf,NSE:BANKBARODA-EQ,2.15,1.1242
1580.85,41354,1699588465,1699588465,4,50,1580.15,1580.9,7,91157,105867,1576.66,1572.65,1581.0,0,0,1581.0,1569.8,sf,NSE:BAJAJFINSV-EQ,11.05,0.7039
1010.05,137166,1699588457,1699588465,40,23,1010.05,1010.4,62,64183,108527,1007.55,993.7,1014.25,0,0,1003.8,991.2,sf,NSE:VBL-EQ,18.85,1.9017
122.4,5288099,1699588462,1699588466,1673,1001,122.3,122.35,380,1655457,4554956,122.35,121.75,123.3,0,0,122.0,121.3,sf,NSE:ZOMATO-EQ,1.1,0.9068
193.4,683397,1699588466,1699588466,103,4901,193.4,193.45,197,1183039,1651259,192.73,191.75,193.55,0,0,192.5,191.25,sf,NSE:BANKBARODA-EQ,2.15,1.1242
1357.0,5558,1699588459,1699588467,1,11,1357.2,1357.8,16,61048,61993,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.6,-1.6382
1483.35,511305,1699588466,1699588467,33,344,1483.3,1483.35,30,388624,434017,1482.22,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.9,-0.2622
1232.55,50939,1699588467,1699588468,2,13,1232.35,1232.8,79,116468,119298,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.1,1.3235
2072.0,357994,1699588468,1699588468,60,21,2070.9,2071.95,9,64254,164796,2061.62,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,54.85,2.7192
1357.7,5569,1699588468,1699588469,2,6,1357.2,1357.7,4,61399,62134,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.9,-1.5874
122.4,5320742,1699588469,1699588469,1306,19119,122.4,122.45,3,1708443,4537856,122.35,121.75,123.3,0,0,122.0,121.3,sf,NSE:ZOMATO-EQ,1.1,0.9068
1357.7,5569,1699588468,1699588470,2,6,1357.2,1357.7,4,61001,62084,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.9,-1.5874
2071.95,358220,1699588470,1699588470,57,64,2070.9,2071.95,9,64648,164923,2061.62,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,54.8,2.7167
1357.7,5569,1699588468,1699588471,2,6,1357.2,1357.7,4,61343,62129,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.9,-1.5874
122.3,5320742,1699588469,1699588471,1306,19119,122.4,122.45,250,1708443,4537856,122.35,121.75,123.3,0,0,122.0,121.3,sf,NSE:ZOMATO-EQ,1.0,0.8244
1483.35,511692,1699588470,1699588472,14,348,1483.25,1483.35,36,387817,433347,1482.22,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.9,-0.2622
1483.35,512097,1699588472,1699588472,106,730,1483.35,1483.4,36,389214,433484,1482.22,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.9,-0.2622
2070.95,358701,1699588472,1699588473,31,138,2070.9,2071.95,53,64560,165668,2061.64,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,53.8,2.6671
1483.75,513006,1699588473,1699588473,81,1,1483.45,1483.75,1,389292,430564,1482.22,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.5,-0.2353
2070.3,358893,1699588473,1699588474,14,12,2070.25,2071.1,54,62518,166048,2061.64,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,53.15,2.6349
2071.4,359100,1699588474,1699588474,68,9,2070.3,2071.4,5,65761,166108,2061.65,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,54.25,2.6894
1357.7,5569,1699588468,1699588475,2,40,1357.2,1358.0,4,61193,62128,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.9,-1.5874
1483.75,513041,1699588475,1699588475,14,112,1483.5,1483.75,10,388936,432207,1482.22,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.5,-0.2353
1357.7,5569,1699588468,1699588476,2,40,1357.2,1358.0,4,61676,61774,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.9,-1.5874
1232.55,51103,1699588474,1699588476,14,2,1232.55,1232.95,5,116954,119191,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.1,1.3235
1357.7,5569,1699588468,1699588477,2,40,1357.2,1358.0,4,61372,62027,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.9,-1.5874
1483.75,513248,1699588477,1699588477,69,17,1483.6,1483.75,2,389070,432208,1482.22,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.5,-0.2353
1357.7,5569,1699588468,1699588478,1,22,1357.25,1358.0,4,61344,60872,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-21.9,-1.5874
1483.3,515248,1699588477,1699588478,110,13,1483.45,1483.75,22,388399,432444,1482.23,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.95,-0.2656
1357.2,5575,1699588478,1699588479,20,17,1357.1,1357.95,1,60906,62005,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.4,-1.6237
122.0,5622083,1699588476,1699588479,1963,1626,122.0,122.1,32,1548817,4594900,122.34,121.75,123.3,0,0,122.0,121.3,sf,NSE:ZOMATO-EQ,0.7,0.5771
1357.2,5575,1699588478,1699588480,20,18,1357.1,1357.9,1,60882,61884,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.4,-1.6237
2071.0,360020,1699588480,1699588480,3,81,2070.7,2071.8,10,66980,168207,2061.67,2030.8,2077.0,0,0,2041.65,2017.15,sf,NSE:HAL-EQ,53.85,2.6696
1232.55,51319,1699588481,1699588481,4,3,1232.55,1232.8,8,116918,119242,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.1,1.3235
1483.7,515481,1699588480,1699588481,75,661,1483.25,1483.7,2,385850,434896,1482.23,1480.05,1485.0,0,0,1480.1,1487.25,sf,NSE:HDFCBANK-EQ,-3.55,-0.2387
482.5,150518,1699588481,1699588481,1407,322,482.3,482.55,78,260802,314486,482.11,480.3,483.45,0,0,482.05,484.55,sf,NSE:HINDALCO-EQ,-2.05,-0.4231
1232.8,51319,1699588481,1699588482,4,3,1232.55,1232.8,37,116918,119242,1232.95,1230.0,1237.85,0,0,1237.85,1216.45,sf,NSE:CIPLA-EQ,16.35,1.3441
1357.1,5576,1699588480,1699588482,1,16,1357.15,1357.85,1,61160,61842,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.5,-1.6309
1357.1,5576,1699588480,1699588483,15,18,1357.15,1358.05,1,61162,62069,1357.13,1350.0,1359.95,0,0,1350.0,1379.6,sf,NSE:ICICIGI-EQ,-22.5,-1.6309
